EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,dir_330_embed_withnorm_v4_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
1788,2.5744540691375732,361800,-459.13585,-324.71093,-3.61403,0.00205,2.56980,0.00252,-425.13489,-0.75154,0.02618,-0.68033,-0.83158,1.41328,0.00023,1.41367,1.41289,-0.12490,0.04306,-0.01769,-0.24208,-270.96666,1.33490,-267.46802,-273.86386,536.00374,75.96962,774.79785,409.57977,893.96767,79.95945,1192.89221,746.65741,-1.64633,0.00897,-1.62048,-1.66796,0.49055,0.00518,0.50383,0.47838,0.83345,0.29624,2.00000,0.31649,-3.80906,0.49912,-3.18289,-6.84136,8.36108,0.12448,8.70001,8.05115,4.11643,0.12456,4.54038,3.83379,31.69735,4.89275,53.08624,23.30453,-4.02314,1.42843,-1.40167,-10.67033,-0.06187,0.01326,-0.02954,-0.10517,1.04205,0.01054,1.07360,1.01763,5.02193,0.66902,7.42621,3.49956,-5.10707,0.90721,-3.52569,-9.27848
1789,2.439267158508301,362000,-447.62525,-242.60525,-0.39081,0.00201,2.43418,0.00298,-349.13353,-0.75104,0.02527,-0.67805,-0.82137,1.41406,0.00022,1.41444,1.41367,-0.12276,0.04173,-0.02924,-0.24444,-270.92099,1.25859,-266.55716,-274.00461,529.67996,62.47337,748.07697,402.61200,889.62424,66.25906,1105.82812,737.66394,-1.64568,0.00918,-1.61845,-1.67354,0.49088,0.00516,0.50341,0.47757,0.87261,0.32527,2.00000,0.23143,-3.85371,0.54099,-3.20796,-6.71584,8.35432,0.12044,8.70557,8.08440,4.11577,0.12551,4.55179,3.77991,31.86630,5.18567,56.12741,22.84451,-4.41758,1.68979,-0.49963,-10.18225,-0.06109,0.01253,-0.02454,-0.09235,1.04245,0.01127,1.06993,1.01269,5.03538,0.65455,7.39526,3.58275,-5.00361,0.84038,-3.70831,-9.27589
1790,2.5579519271850586,362200,-429.83666,-242.38973,-1.34548,0.00185,2.55393,0.00211,-443.21880,-0.75436,0.02503,-0.69181,-0.81378,1.41485,0.00023,1.41523,1.41445,-0.12544,0.04110,-0.01100,-0.24543,-270.77071,1.36674,-267.03854,-273.90283,539.94568,65.06485,832.59418,413.15402,900.55125,70.74217,1162.05969,752.12787,-1.64588,0.00865,-1.62537,-1.67263,0.49055,0.00547,0.50484,0.47918,0.86189,0.34215,2.00000,0.25186,-3.91539,0.60633,-3.21668,-6.71619,8.36149,0.11847,8.70776,8.03172,4.13430,0.12800,4.50806,3.83773,32.49447,6.04134,60.59163,22.90841,-4.23336,1.56285,-1.17743,-8.93435,-0.06018,0.01191,-0.02603,-0.09366,1.04354,0.01075,1.06871,1.01095,5.03064,0.62789,6.77833,3.68931,-5.11667,1.02338,-3.58425,-9.27344
1791,2.577956438064575,362400,-410.95505,-273.96871,-1.13188,0.00205,2.57327,0.00256,-241.57175,-0.75123,0.02422,-0.68708,-0.81247,1.41564,0.00024,1.41604,1.41524,-0.12757,0.03962,0.02941,-0.24189,-270.93486,1.22591,-267.39258,-274.10654,538.03937,59.43258,713.13281,421.31201,899.12017,69.75734,1075.25122,769.36053,-1.64581,0.00938,-1.61792,-1.67108,0.49094,0.00537,0.50331,0.47251,0.85274,0.35758,2.00000,0.26405,-3.87806,0.55232,-3.18829,-6.95575,8.36701,0.11398,8.69643,7.91542,4.11576,0.12687,4.55264,3.82589,32.58190,5.83888,60.45086,23.12125,-4.05431,1.69151,-0.49410,-10.33384,-0.06099,0.01310,-0.01895,-0.09382,1.04289,0.01121,1.07442,1.00804,5.10718,0.73220,7.79365,3.87937,-5.08934,0.93816,-3.64715,-9.27014
1792,2.6199796199798584,362600,-423.74151,-240.76810,-1.18572,0.00196,2.61588,0.00209,-573.08494,-0.75006,0.02400,-0.69534,-0.83904,1.41645,0.00023,1.41684,1.41605,-0.12549,0.04096,-0.03271,-0.25056,-270.55850,1.42865,-265.75107,-274.06799,532.86215,64.81027,826.34241,393.49707,902.77346,72.56633,1193.16150,742.64899,-1.64620,0.00908,-1.62413,-1.66728,0.49105,0.00541,0.50587,0.47700,0.82192,0.31730,2.00000,0.16250,-3.94513,0.67170,-3.19724,-6.95169,8.36046,0.11766,8.72020,8.09402,4.11554,0.12999,4.46122,3.68439,32.40607,5.92818,62.12688,23.29562,-4.38910,1.72638,-0.80521,-11.38797,-0.06243,0.01281,-0.02680,-0.09718,1.04319,0.01097,1.07073,1.00813,5.06417,0.63187,6.77982,3.72350,-5.04040,0.87745,-3.75911,-8.81576
1793,2.2378904819488525,362800,-453.06105,-330.87626,-2.06471,0.00165,2.23389,0.00226,-770.38420,-0.75475,0.02635,-0.68458,-0.82985,1.41726,0.00024,1.41766,1.41684,-0.13017,0.04119,0.00299,-0.24466,-270.81863,1.32368,-267.29730,-274.77795,539.15241,75.65981,874.71014,386.48190,899.70107,77.20253,1148.54675,776.87335,-1.64583,0.00917,-1.61174,-1.67103,0.49084,0.00526,0.50591,0.47644,0.85037,0.33764,2.00000,0.20821,-3.90948,0.57180,-3.25443,-6.04226,8.37329,0.11814,8.70177,7.99142,4.13564,0.11905,4.45373,3.75030,32.70802,6.01893,61.16919,23.46105,-4.32168,1.73529,-1.05872,-11.99968,-0.06130,0.01178,-0.03067,-0.08970,1.04389,0.01152,1.08107,1.00639,5.12927,0.73447,7.79201,3.75573,-5.04342,0.87715,-3.79811,-9.26630
1794,2.2140793800354004,363000,-464.58169,-162.25372,-1.25847,0.00170,2.21019,0.00212,-624.28732,-0.75423,0.02637,-0.68597,-0.83238,1.41807,0.00023,1.41846,1.41767,-0.12572,0.03895,-0.02654,-0.21389,-270.78564,1.37121,-265.98160,-274.48743,537.90978,70.20318,744.66516,388.67740,907.39572,71.73910,1105.96326,724.82391,-1.64568,0.00938,-1.61673,-1.66863,0.49073,0.00595,0.50999,0.47300,0.86632,0.34123,2.00000,0.24625,-3.86317,0.66164,-3.21742,-6.95329,8.35993,0.11153,8.61277,8.07597,4.13722,0.13722,4.57341,3.81207,32.49821,6.36224,62.56359,22.99820,-4.27934,1.50809,-1.64605,-10.04173,-0.06171,0.01258,-0.02915,-0.09655,1.04275,0.01166,1.06844,1.00898,4.99450,0.63012,7.37605,3.79196,-4.98900,0.88449,-3.53323,-9.26218
1795,2.5747504234313965,363200,-507.10951,-296.76536,-1.66707,0.00149,2.57052,0.00265,-826.70329,-0.75102,0.02591,-0.68238,-0.82423,1.41885,0.00023,1.41924,1.41846,-0.12306,0.04087,-0.02436,-0.22461,-270.43383,1.38510,-266.88022,-273.84006,532.80697,68.29583,784.95502,397.99142,918.60969,76.15960,1157.46936,766.91620,-1.64493,0.00972,-1.61424,-1.67401,0.49078,0.00503,0.50298,0.47555,0.83936,0.30422,2.00000,0.25098,-3.84752,0.55908,-3.20888,-6.71358,8.35175,0.11683,8.64242,8.06969,4.11196,0.12784,4.55100,3.79533,32.40769,5.30422,58.21293,22.84851,-4.25752,1.60400,-0.98750,-10.26624,-0.06265,0.01236,-0.03122,-0.09310,1.04257,0.01076,1.07187,1.01852,4.99274,0.66279,7.79035,3.91872,-4.96323,0.85593,-3.67664,-8.80898
1796,2.0627048015594482,363400,-533.93366,-256.51920,-0.81958,0.00200,2.05846,0.00215,-677.80207,-0.75284,0.02674,-0.69147,-0.82579,1.41964,0.00023,1.42003,1.41924,-0.12508,0.04087,-0.01444,-0.23926,-270.62759,1.23179,-267.01776,-273.37985,538.94189,63.75655,739.75092,399.17395,912.09080,75.37919,1160.22778,768.89435,-1.64511,0.00919,-1.62180,-1.67004,0.49012,0.00525,0.50523,0.47668,0.81889,0.32843,2.00000,0.20818,-3.83738,0.57307,-3.22832,-6.82274,8.35698,0.11664,8.68250,8.04118,4.13266,0.12239,4.56596,3.82833,32.91599,6.01122,56.48531,23.93868,-4.21228,1.54268,-1.28932,-9.99017,-0.06170,0.01255,-0.02217,-0.09455,1.04382,0.01085,1.08248,1.01322,5.07248,0.70314,7.79871,3.72707,-5.19606,0.98618,-3.71251,-9.25675
1797,1.8851375579833984,363600,-548.56511,-246.99336,-1.20596,0.00181,1.88091,0.00234,-554.33030,-0.75431,0.02654,-0.68193,-0.81742,1.42045,0.00024,1.42087,1.42004,-0.13170,0.04168,-0.03421,-0.28907,-270.41528,1.43039,-266.72849,-274.19159,537.61639,63.79253,751.82678,417.99411,916.32488,68.47935,1177.61743,782.25720,-1.64600,0.00898,-1.62616,-1.67108,0.49102,0.00517,0.50735,0.47613,0.86432,0.32726,2.00000,0.27788,-3.89703,0.61657,-3.23253,-6.71276,8.37525,0.11875,8.82398,8.09755,4.13988,0.12408,4.45947,3.80190,33.16540,5.56806,57.60895,23.71750,-4.27551,1.50543,-1.41683,-8.90361,-0.05955,0.01290,-0.01200,-0.08708,1.04430,0.01041,1.07021,1.01513,5.11914,0.66668,7.80055,3.78646,-5.05204,0.83434,-3.86562,-9.25579
1798,2.3875749111175537,363800,-538.15636,-263.92365,-1.55479,0.00168,2.38342,0.00239,-321.04741,-0.75295,0.02708,-0.68672,-0.83494,1.42129,0.00024,1.42170,1.42087,-0.13138,0.03873,-0.02921,-0.21505,-270.51975,1.37425,-267.17291,-274.07935,544.46070,74.03300,823.88049,371.94528,917.26502,74.79008,1281.14319,755.48309,-1.64528,0.00881,-1.62318,-1.66567,0.49072,0.00554,0.50492,0.47758,0.86236,0.33426,2.00000,0.28792,-3.89360,0.60304,-3.20729,-6.81566,8.37370,0.11019,8.61169,8.08309,4.13384,0.13885,4.50972,3.71758,32.58353,5.92309,58.37711,23.75755,-4.26836,1.61424,-1.47472,-10.87501,-0.06037,0.01160,-0.02828,-0.09547,1.04470,0.01040,1.06976,1.01230,5.09486,0.74255,7.40506,3.88987,-5.09688,0.86136,-3.46091,-9.24706
1799,2.5091822147369385,364000,-542.23023,-315.05100,-1.62995,0.00171,2.50485,0.00254,-389.87222,-0.75257,0.02404,-0.68577,-0.80663,1.42210,0.00023,1.42248,1.42171,-0.12257,0.03900,-0.02625,-0.22469,-270.34657,1.41850,-266.35196,-273.17401,540.03652,72.04496,772.83960,395.50864,927.66130,83.43645,1213.75232,745.87872,-1.64485,0.00788,-1.62598,-1.66247,0.48972,0.00546,0.50241,0.47328,0.82714,0.34547,2.00000,0.16002,-3.85912,0.60103,-3.21195,-6.93794,8.34809,0.11077,8.63858,8.07458,4.12504,0.13327,4.48692,3.66294,33.37188,6.64535,62.25822,23.68519,-4.24129,1.73276,-1.30297,-11.22385,-0.06118,0.01269,-0.02473,-0.09087,1.04230,0.01055,1.06864,1.01175,5.04342,0.65746,7.80236,3.78921,-4.91362,0.73636,-3.59853,-7.29198
1800,2.034492254257202,364200,-542.14547,-271.86256,-1.33501,0.00164,2.03070,0.00209,-442.37121,-0.76051,0.02411,-0.69562,-0.83528,1.42290,0.00024,1.42332,1.42248,-0.13344,0.03869,-0.02245,-0.22709,-270.23721,1.38992,-266.22113,-274.62363,551.57345,71.25757,764.07257,410.82178,929.07895,75.84724,1140.35583,789.32526,-1.64519,0.00826,-1.62454,-1.66653,0.49073,0.00534,0.50789,0.47912,0.86621,0.33349,1.90882,0.27576,-3.91608,0.72073,-3.21034,-6.71299,8.37834,0.10970,8.64387,8.06364,4.14912,0.13486,4.52064,3.57505,33.34500,6.43804,58.07727,23.17436,-4.32185,1.67858,-0.81327,-10.19645,-0.05904,0.01253,-0.02629,-0.09320,1.04570,0.01109,1.07698,1.01275,5.13171,0.74353,7.80321,3.95411,-5.16388,0.93315,-3.69586,-9.24247
1801,2.0230467319488525,364400,-549.58654,-252.41925,-1.27692,0.00146,2.01930,0.00223,-315.98245,-0.75550,0.02585,-0.69756,-0.82490,1.42374,0.00023,1.42413,1.42332,-0.12782,0.03832,-0.03097,-0.21865,-270.28036,1.35605,-266.58005,-274.01108,549.15803,75.04109,802.94086,406.47507,929.16860,80.17310,1208.34924,746.65521,-1.64559,0.00840,-1.62144,-1.66751,0.48988,0.00569,0.50457,0.47279,0.84020,0.34277,2.00000,0.25847,-3.88800,0.62816,-3.22342,-6.80456,8.36182,0.10848,8.61871,8.08759,4.13902,0.13221,4.45589,3.76768,33.16910,6.32512,61.94556,23.24540,-4.30399,1.62007,-1.19271,-8.93298,-0.05987,0.01161,-0.02606,-0.09033,1.04331,0.01147,1.07142,1.01499,5.07176,0.66372,7.40916,3.64475,-5.05462,0.87553,-3.70862,-9.24106
1802,1.9717175960540771,364600,-539.43072,-328.83602,-0.81686,0.00150,1.96794,0.00219,-471.52669,-0.75349,0.02464,-0.68479,-0.81647,1.42454,0.00024,1.42494,1.42414,-0.12809,0.03845,-0.02012,-0.22499,-270.37131,1.37755,-265.07419,-274.03809,546.31725,72.18782,747.81213,411.04224,934.77007,81.18166,1173.00525,768.31378,-1.64463,0.00895,-1.62046,-1.67250,0.49083,0.00512,0.50495,0.47657,0.85941,0.32311,2.00000,0.27358,-3.90073,0.57008,-3.15921,-6.80392,8.36200,0.10868,8.63583,8.05691,4.13225,0.12628,4.52621,3.77489,32.45044,4.94703,55.33994,23.46595,-4.26020,1.74980,-1.05796,-11.16406,-0.06051,0.01300,-0.02972,-0.09261,1.04382,0.01008,1.07436,1.01913,5.00684,0.66558,7.80714,3.73871,-4.94507,0.73607,-3.76325,-7.75446
1803,2.487030267715454,364800,-508.49364,-286.11384,-2.18813,0.00168,2.48252,0.00275,-461.01340,-0.75824,0.02881,-0.67148,-0.82447,1.42536,0.00024,1.42576,1.42495,-0.12992,0.03944,-0.00676,-0.23160,-270.24513,1.33866,-265.91132,-273.68774,545.64610,65.24323,760.64496,424.80295,932.58175,70.91576,1132.86328,788.05060,-1.64417,0.00896,-1.62131,-1.67092,0.49084,0.00536,0.50415,0.47770,0.87878,0.33861,2.00000,0.30734,-3.85975,0.56836,-3.16382,-6.93170,8.36658,0.11129,8.65395,8.01907,4.14916,0.12753,4.45426,3.78582,32.63187,6.02839,62.57062,23.16418,-4.43913,1.63208,-1.52308,-11.21357,-0.05978,0.01218,-0.00172,-0.09231,1.04502,0.00889,1.06587,1.01221,5.03559,0.62961,7.29272,3.71862,-5.08293,0.92929,-3.40436,-8.80697
1804,2.437100648880005,365000,-486.83990,-255.44994,-1.27934,0.00176,2.43266,0.00260,-407.74999,-0.75780,0.02550,-0.69440,-0.81659,1.42619,0.00025,1.42662,1.42577,-0.13652,0.04048,-0.04434,-0.23732,-270.08173,1.33866,-265.68552,-273.93607,538.39279,65.35110,789.15765,404.94312,923.34499,67.85748,1174.72107,782.00623,-1.64549,0.00995,-1.61850,-1.67265,0.49105,0.00554,0.51074,0.47438,0.84855,0.34991,2.00000,0.29845,-3.94501,0.72541,-3.19909,-6.92019,8.38456,0.11400,8.66844,8.12500,4.14330,0.12866,4.56000,3.77502,33.18257,6.71507,60.17739,23.39472,-4.25285,1.56809,-1.10452,-11.29575,-0.06008,0.01291,-0.02451,-0.09704,1.04494,0.01010,1.06726,1.02126,5.11340,0.74708,7.80245,3.64752,-4.95398,0.77614,-3.81556,-7.46998
1805,2.6621103286743164,365200,-457.49058,-299.65376,-2.20521,0.00182,2.65810,0.00212,-533.21009,-0.75613,0.02727,-0.67116,-0.86098,1.42701,0.00022,1.42740,1.42662,-0.12334,0.04083,-0.02645,-0.25193,-269.97028,1.28752,-266.08713,-273.16251,537.33111,62.26733,723.71368,393.45947,925.32266,68.96675,1163.85730,778.03113,-1.64388,0.00771,-1.62547,-1.66888,0.49000,0.00534,0.50391,0.47775,0.82034,0.32004,2.00000,0.27883,-3.91507,0.64237,-3.17949,-6.79719,8.34686,0.11482,8.70808,8.07438,4.13077,0.13466,4.52230,3.72086,32.19287,5.41983,59.18718,22.86444,-4.28080,1.61655,-0.83413,-10.94551,-0.06031,0.01224,-0.02182,-0.08683,1.04348,0.01053,1.07775,1.01523,5.06763,0.65435,7.79794,3.99502,-4.95483,0.77922,-3.74828,-7.74384
1806,2.6660561561584473,365400,-459.48797,-343.68010,-1.25849,0.00202,2.66180,0.00218,-697.77596,-0.75717,0.02327,-0.70022,-0.82431,1.42782,0.00024,1.42822,1.42740,-0.13120,0.04066,-0.01044,-0.25320,-270.19004,1.23713,-266.08560,-272.71625,549.02417,73.91927,774.47870,427.10757,940.86515,74.12261,1232.20679,799.90344,-1.64447,0.00879,-1.62274,-1.67454,0.49008,0.00560,0.50982,0.47434,0.80075,0.29620,2.00000,0.29183,-3.86503,0.62565,-3.21678,-6.91893,8.36840,0.11418,8.71092,8.02933,4.14744,0.13073,4.67943,3.83620,32.11351,5.38351,60.88759,22.92610,-4.57123,1.96151,-0.90107,-11.40676,-0.05882,0.01222,-0.02405,-0.08777,1.04469,0.01018,1.07779,1.01664,5.12679,0.69866,7.80762,3.97882,-4.96491,0.83824,-3.69468,-7.74344
1807,2.2352921962738037,365600,-464.72992,-261.94139,-1.47632,0.00179,2.23076,0.00266,-606.74972,-0.75624,0.02467,-0.68865,-0.81821,1.42863,0.00023,1.42903,1.42823,-0.12912,0.04208,-0.01140,-0.25610,-269.94267,1.32983,-265.62775,-273.80527,539.09844,68.16835,817.27570,426.78415,932.75890,71.62292,1180.17041,760.37811,-1.64396,0.00899,-1.62046,-1.67378,0.49006,0.00594,0.50716,0.46559,0.83967,0.31631,2.00000,0.28614,-3.87963,0.64409,-3.20990,-6.90607,8.36198,0.11797,8.71751,8.03193,4.13359,0.13568,4.71050,3.80723,32.89358,6.31061,60.87849,23.47188,-4.03094,1.50539,-1.56198,-11.80292,-0.05971,0.01226,-0.03082,-0.09469,1.04417,0.01076,1.07309,1.02037,5.12190,0.69042,6.74994,3.64867,-5.10761,0.87886,-3.64273,-8.80823
1808,2.0392398834228516,365800,-476.73641,-257.91114,-1.25080,0.00143,2.03559,0.00216,-441.11240,-0.75532,0.02532,-0.68167,-0.82356,1.42943,0.00024,1.42984,1.42904,-0.12744,0.04478,0.00141,-0.25538,-269.91154,1.33651,-265.97079,-273.26266,531.90952,61.39310,729.10791,410.74997,942.69143,70.30447,1178.70447,791.45349,-1.64440,0.00967,-1.61278,-1.67368,0.49009,0.00601,0.50705,0.47345,0.85381,0.31240,2.00000,0.21707,-3.89865,0.64044,-3.18363,-6.90772,8.35669,0.12533,8.71448,7.99604,4.14563,0.14386,4.51542,3.75277,32.51439,5.96388,60.46084,23.58285,-4.26350,1.50418,-1.45800,-9.95234,-0.05885,0.01271,-0.02867,-0.09652,1.04376,0.01095,1.07308,1.01990,5.11100,0.64912,7.25394,3.60056,-5.10596,0.85575,-3.84917,-8.80226
1809,2.191133737564087,366000,-483.54541,-275.33445,-1.29996,0.00172,2.18728,0.00205,-457.96218,-0.75493,0.02496,-0.69200,-0.83396,1.43022,0.00022,1.43060,1.42984,-0.12181,0.04281,-0.01618,-0.23524,-269.90493,1.26571,-266.11618,-273.43930,542.63412,73.94153,797.99036,396.55997,944.83756,77.47892,1228.45801,799.91876,-1.64320,0.00863,-1.61807,-1.66756,0.48951,0.00579,0.50454,0.47368,0.83792,0.32325,2.00000,0.25938,-3.88385,0.60164,-3.21718,-6.90884,8.34041,0.11962,8.65729,8.04524,4.13601,0.13882,4.50072,3.75033,32.58439,5.59330,60.19764,23.57063,-4.26104,1.59228,-1.27578,-11.89447,-0.05986,0.01179,-0.01973,-0.09359,1.04364,0.01123,1.06969,1.00816,4.99208,0.60415,7.81043,3.77355,-4.98724,0.82434,-3.58018,-8.80291
1810,2.5799965858459473,366200,-479.27101,-254.69532,-1.26025,0.00149,2.57576,0.00267,-399.62721,-0.76234,0.02679,-0.70044,-0.84053,1.43100,0.00023,1.43140,1.43060,-0.12463,0.04200,-0.01628,-0.25225,-269.87534,1.33686,-266.36838,-273.34583,538.24444,75.15247,822.04944,383.37839,945.61923,75.42689,1151.14221,815.16565,-1.64375,0.00955,-1.61160,-1.67023,0.48997,0.00570,0.50495,0.47285,0.81826,0.29621,1.90589,0.29028,-3.84633,0.58593,-3.17934,-6.78107,8.34776,0.11718,8.70371,8.04545,4.13746,0.13037,4.46383,3.80167,32.32499,5.23040,57.77378,22.93206,-4.40923,1.72494,-1.04374,-11.25019,-0.05858,0.01263,-0.02338,-0.08774,1.04395,0.01049,1.06922,1.00911,5.06357,0.58595,6.74876,3.98679,-5.01281,0.87907,-3.69169,-8.80406
1811,2.6377053260803223,366400,-484.83757,-254.08911,-1.37741,0.00202,2.63289,0.00270,-371.64802,-0.76347,0.02340,-0.70066,-0.81359,1.43182,0.00024,1.43222,1.43140,-0.13060,0.04023,0.02615,-0.25258,-270.01687,1.27933,-265.58942,-272.92975,537.95851,63.26032,793.86761,414.24786,944.65753,71.71363,1224.94836,765.01971,-1.64500,0.00946,-1.62191,-1.67059,0.49004,0.00552,0.50433,0.47569,0.86782,0.36396,2.00000,0.21877,-3.85820,0.59007,-3.22557,-6.70729,8.36384,0.11210,8.70415,7.92716,4.14426,0.13182,4.47804,3.79198,33.26936,6.24356,58.65103,23.56727,-4.28095,1.54601,-0.21579,-9.93258,-0.05706,0.01350,-0.01770,-0.09777,1.04435,0.01053,1.07395,1.01702,5.10941,0.65779,7.22584,3.71359,-4.97622,0.80465,-3.58278,-7.42615
1812,2.6195530891418457,366600,-461.54585,-294.34257,-2.10009,0.00185,2.61539,0.00225,-238.60948,-0.76010,0.02467,-0.70537,-0.84297,1.43262,0.00023,1.43303,1.43223,-0.12518,0.03784,0.00301,-0.24280,-269.96787,1.31001,-267.06290,-273.39972,543.91534,67.81422,805.62830,406.99014,945.44648,74.24133,1219.37170,808.73901,-1.64406,0.00855,-1.62222,-1.67208,0.48979,0.00561,0.50381,0.47609,0.85338,0.31228,2.00000,0.27009,-3.90761,0.70827,-3.20069,-6.77953,8.34821,0.10525,8.67561,7.99164,4.14941,0.13957,4.52821,3.78818,32.81826,5.67183,51.46076,22.87937,-4.26269,1.65526,-0.43289,-9.93165,-0.05713,0.01202,-0.02443,-0.08772,1.04424,0.01031,1.07138,1.01502,5.06317,0.62613,7.42655,3.97547,-5.02315,0.89602,-3.53300,-9.21103
1813,2.720266819000244,366800,-498.02930,-169.66998,-1.27699,0.00174,2.71542,0.00302,-825.84797,-0.75628,0.02706,-0.68619,-0.82050,1.43341,0.00022,1.43379,1.43303,-0.11945,0.04244,0.00793,-0.23080,-269.80558,1.30506,-265.36398,-273.20279,532.44867,58.83814,787.58026,406.55576,939.99846,67.25430,1196.31885,798.23383,-1.64407,0.00915,-1.62141,-1.66747,0.48896,0.00578,0.50400,0.46757,0.79657,0.30744,2.00000,0.27043,-3.90246,0.64892,-3.20419,-6.90347,8.33175,0.11785,8.64068,7.97799,4.13490,0.13263,4.60821,3.81460,33.05623,6.21986,61.10842,22.70088,-4.34321,1.77058,-1.02532,-9.37113,-0.05823,0.01196,-0.01473,-0.09126,1.04282,0.01150,1.07611,1.00794,5.02355,0.66539,7.42394,3.67434,-5.02061,0.83421,-3.67732,-9.21340
1814,2.2856554985046387,367000,-494.14804,-263.62872,-2.11141,0.00156,2.28144,0.00257,-368.93740,-0.75809,0.02460,-0.69059,-0.82399,1.43421,0.00024,1.43461,1.43380,-0.12722,0.04033,-0.02401,-0.24903,-269.53392,1.42090,-264.75266,-273.42670,541.47661,67.39277,764.50500,389.82556,958.78791,79.45419,1260.56384,781.05896,-1.64361,0.00856,-1.61265,-1.66359,0.49025,0.00547,0.50523,0.47560,0.84442,0.33492,2.00000,0.13762,-3.89145,0.59394,-3.23047,-6.76928,8.35280,0.11186,8.69018,8.06664,4.13475,0.13474,4.48259,3.81414,32.82490,6.28402,61.46165,23.35223,-4.17423,1.59040,-1.23057,-10.17379,-0.05836,0.01171,-0.02926,-0.09431,1.04376,0.01041,1.07498,1.01268,5.07937,0.61160,7.42355,4.07634,-4.97617,0.81640,-3.46576,-9.20789
1815,2.6486592292785645,367200,-477.23796,-238.54197,-0.89064,0.00162,2.64432,0.00263,-364.10927,-0.75989,0.02451,-0.69636,-0.83872,1.43503,0.00023,1.43542,1.43462,-0.12522,0.04254,-0.02252,-0.28400,-269.40913,1.35926,-265.81525,-272.36133,558.94757,81.62416,905.36145,418.88580,965.40122,79.60678,1223.90808,817.60883,-1.64395,0.00862,-1.62054,-1.66723,0.49011,0.00524,0.50376,0.47457,0.85317,0.35729,2.00000,0.29185,-3.90990,0.59183,-3.19973,-6.76718,8.34671,0.11782,8.78690,8.06231,4.14260,0.14080,4.51012,3.72772,32.94651,5.93644,62.40151,23.20078,-4.31992,1.64209,-1.59418,-10.12763,-0.05818,0.01248,-0.01815,-0.09157,1.04408,0.01165,1.07471,1.01377,5.14249,0.74079,7.81910,3.76654,-5.03049,0.85636,-3.71973,-9.20705
1816,2.4816722869873047,367400,-448.71149,-240.33520,-1.29806,0.00191,2.47706,0.00262,-412.51124,-0.76038,0.02526,-0.69750,-0.82554,1.43581,0.00022,1.43620,1.43542,-0.12091,0.04029,0.01875,-0.22921,-269.70363,1.32579,-266.63635,-273.45074,536.50569,72.82615,763.86731,404.13504,958.24278,72.48439,1193.27942,844.27588,-1.64279,0.00827,-1.62255,-1.66945,0.48931,0.00552,0.50725,0.47897,0.84114,0.32458,2.00000,0.18905,-3.80724,0.50889,-3.19837,-6.76402,8.33426,0.11139,8.63342,7.94815,4.12936,0.13694,4.47496,3.80581,32.00035,6.31036,60.28095,22.88473,-4.31086,1.66540,-1.19090,-9.50441,-0.05850,0.01343,-0.02592,-0.10361,1.04369,0.01078,1.07502,1.01556,5.07300,0.70906,7.81933,3.64822,-4.98957,0.77619,-3.61623,-8.79965
1817,2.5618062019348145,367600,-435.81872,-307.26280,-2.02233,0.00181,2.55684,0.00307,-477.82201,-0.76064,0.02507,-0.66452,-0.82668,1.43660,0.00023,1.43700,1.43620,-0.12283,0.04087,0.03968,-0.23913,-269.46564,1.25478,-266.08981,-272.54980,543.69893,74.79269,807.82916,388.27927,967.76070,81.10394,1324.99304,795.04712,-1.64333,0.00918,-1.61588,-1.67197,0.48954,0.00562,0.50678,0.47621,0.81377,0.33159,2.00000,0.23198,-3.84966,0.53795,-3.23267,-6.12923,8.33905,0.11282,8.66041,7.89044,4.13117,0.13738,4.54176,3.77665,32.07839,5.68806,56.62257,23.01099,-4.19902,1.70967,-1.35572,-11.32455,-0.05852,0.01282,-0.02182,-0.08933,1.04291,0.01126,1.07565,1.00432,5.02802,0.66556,7.81553,3.64198,-5.05629,0.95374,-3.67403,-9.20391
